id_speaker;gender;ester1;ester2;etape;repere;all
1609;male;132;1;NA;NA;133
1610;male;18;NA;NA;NA;18
1611;male;15;NA;NA;NA;15
1612;male;1;NA;NA;NA;1
1613;female;3;NA;NA;NA;3
1614;male;5;NA;NA;NA;5
1615;male;1;NA;NA;NA;1
1616;male;1;NA;NA;NA;1
1617;male;2;NA;NA;NA;2
1618;female;5;NA;NA;NA;5
1619;female;7;NA;NA;NA;7
1620;male;5;NA;NA;NA;5
1621;female;7;NA;NA;NA;7
1622;female;6;NA;NA;NA;6
1623;male;2;NA;NA;NA;2
1624;male;1;NA;NA;NA;1
1625;male;1;NA;NA;NA;1
1626;male;12;NA;NA;NA;12
1627;male;2;6;NA;NA;8
1628;male;2;NA;NA;NA;2
1629;male;1;NA;NA;NA;1
1630;male;13;NA;NA;NA;13
1631;male;1;NA;NA;NA;1
1632;female;3;NA;NA;NA;3
1633;male;1;NA;NA;NA;1
1634;male;2;NA;NA;NA;2
1635;female;1;NA;NA;NA;1
1636;male;7;NA;NA;NA;7
1637;female;55;NA;NA;NA;55
1638;female;4;NA;NA;NA;4
1639;male;2;NA;NA;NA;2
1640;female;9;NA;NA;NA;9
1641;male;8;NA;NA;NA;8
1642;male;16;NA;NA;NA;16
1643;male;1;NA;NA;NA;1
1644;male;1;NA;NA;NA;1
1645;male;2;NA;NA;NA;2
1646;female;1;NA;NA;NA;1
1647;male;10;NA;NA;NA;10
1648;male;1;NA;NA;NA;1
1649;male;1;NA;NA;NA;1
1650;male;2;NA;NA;NA;2
1651;male;3;NA;NA;NA;3
1652;male;1;NA;NA;NA;1
1653;female;3;NA;NA;NA;3
1654;male;5;NA;NA;NA;5
1655;male;1;NA;NA;NA;1
1656;male;1;NA;NA;NA;1
1657;female;1;NA;NA;NA;1
1658;male;1;NA;NA;NA;1
1659;female;1;NA;NA;NA;1
1660;female;1;NA;NA;NA;1
1661;female;1;NA;NA;NA;1
1662;female;1;NA;NA;NA;1
1663;female;1;NA;NA;NA;1
1664;female;1;NA;NA;NA;1
1665;female;1;NA;NA;NA;1
1666;male;1;NA;NA;NA;1
1667;male;1;NA;NA;NA;1
1668;female;1;NA;NA;NA;1
1669;male;1;NA;NA;NA;1
1670;male;2;NA;NA;NA;2
1671;female;6;NA;NA;NA;6
1672;male;1;NA;NA;NA;1
1673;female;1;NA;NA;NA;1
1674;male;12;NA;NA;NA;12
1675;male;3;NA;NA;NA;3
1676;male;4;NA;NA;NA;4
1677;female;5;1;NA;NA;6
1678;male;1;NA;NA;NA;1
1679;male;2;NA;NA;NA;2
1680;female;1;NA;NA;NA;1
1681;male;31;NA;NA;NA;31
1682;male;2;NA;NA;NA;2
1683;male;2;NA;NA;NA;2
1684;female;12;NA;NA;NA;12
1685;female;1;NA;NA;NA;1
1686;male;2;NA;NA;NA;2
1687;male;1;NA;NA;NA;1
1688;male;4;NA;NA;NA;4
1689;male;1;NA;NA;NA;1
1690;male;1;NA;NA;NA;1
1691;female;2;NA;NA;NA;2
1692;female;3;NA;NA;NA;3
1693;male;2;NA;NA;NA;2
1694;male;1;NA;NA;NA;1
1695;female;1;NA;NA;NA;1
1696;male;1;NA;NA;NA;1
1697;male;3;NA;NA;NA;3
1698;male;2;NA;NA;NA;2
1699;male;2;NA;NA;NA;2
1700;male;1;NA;NA;NA;1
1701;male;1;NA;NA;NA;1
1702;female;1;NA;NA;NA;1
1703;male;1;NA;NA;NA;1
1704;male;2;NA;NA;NA;2
1705;female;2;NA;NA;NA;2
1706;female;1;NA;NA;NA;1
1707;male;2;NA;NA;NA;2
1708;male;1;NA;NA;NA;1
1709;female;1;NA;NA;NA;1
1710;male;3;NA;NA;NA;3
1711;male;2;NA;NA;NA;2
1712;male;3;NA;NA;NA;3
1713;male;5;NA;NA;NA;5
1714;male;3;NA;NA;NA;3
1715;male;3;NA;NA;NA;3
1716;female;1;NA;NA;NA;1
1717;male;2;NA;NA;NA;2
1718;male;2;NA;NA;NA;2
1719;female;1;NA;NA;NA;1
1720;male;2;NA;NA;NA;2
1721;male;2;NA;NA;NA;2
1722;female;79;NA;NA;NA;79
1723;female;1;NA;NA;NA;1
1724;male;1;NA;NA;NA;1
1725;male;7;NA;NA;NA;7
1726;female;4;NA;NA;NA;4
1727;male;1;NA;NA;NA;1
1728;male;2;NA;NA;NA;2
1729;female;3;NA;NA;NA;3
1730;male;4;1;NA;NA;5
1731;male;2;NA;NA;NA;2
1732;female;1;2;NA;NA;3
1733;male;3;1;NA;NA;4
1734;male;1;NA;NA;NA;1
1735;female;1;NA;NA;NA;1
1736;male;2;NA;NA;NA;2
1737;male;1;NA;NA;NA;1
1738;male;3;NA;NA;NA;3
1739;male;14;NA;NA;NA;14
1740;male;2;NA;NA;NA;2
1741;female;7;NA;NA;NA;7
1742;male;1;NA;NA;NA;1
1743;male;1;NA;NA;NA;1
1744;male;2;NA;NA;NA;2
1745;male;2;NA;NA;NA;2
1746;female;1;NA;NA;NA;1
1747;male;1;NA;NA;NA;1
1748;male;3;NA;NA;NA;3
1749;male;2;NA;NA;NA;2
1750;male;8;NA;NA;NA;8
1751;male;2;NA;NA;NA;2
1752;male;1;NA;NA;NA;1
1753;male;1;NA;NA;NA;1
1754;male;1;NA;NA;NA;1
1755;male;1;NA;NA;NA;1
1756;male;2;NA;NA;NA;2
1757;female;2;NA;NA;NA;2
1758;male;2;NA;NA;NA;2
1759;female;1;NA;NA;NA;1
1760;male;2;NA;NA;NA;2
1761;female;2;NA;NA;NA;2
1762;male;12;NA;NA;NA;12
1763;male;8;NA;NA;NA;8
1764;female;1;NA;NA;NA;1
1765;male;9;NA;NA;NA;9
1766;male;7;NA;NA;NA;7
1767;male;8;NA;NA;NA;8
1768;male;4;NA;NA;NA;4
1769;male;2;NA;NA;NA;2
1770;female;1;NA;NA;NA;1
1771;female;7;NA;NA;NA;7
1772;female;4;NA;NA;NA;4
1773;male;3;NA;NA;NA;3
1774;female;5;NA;NA;NA;5
1775;male;1;NA;NA;NA;1
1776;male;1;NA;NA;NA;1
1777;male;1;NA;NA;NA;1
1778;male;2;NA;NA;NA;2
1779;female;1;NA;NA;NA;1
1780;male;2;NA;NA;NA;2
1781;male;2;NA;NA;NA;2
1782;male;3;NA;NA;NA;3
1783;male;2;NA;NA;NA;2
1784;female;1;NA;NA;NA;1
1785;male;2;NA;NA;NA;2
1786;male;16;NA;NA;NA;16
1787;female;2;NA;NA;NA;2
1788;male;4;NA;NA;NA;4
1789;male;2;NA;NA;NA;2
1790;male;4;NA;NA;NA;4
1791;male;4;NA;NA;NA;4
1792;male;1;NA;NA;NA;1
1793;male;1;NA;NA;NA;1
1794;male;1;NA;NA;NA;1
1795;male;1;NA;NA;NA;1
1796;male;1;NA;NA;NA;1
1797;female;7;NA;NA;NA;7
1798;male;1;NA;NA;NA;1
1799;male;2;NA;NA;NA;2
1800;male;2;NA;NA;NA;2
1801;male;1;NA;NA;NA;1
1802;male;5;NA;NA;NA;5
1803;male;3;NA;NA;NA;3
1804;female;1;NA;NA;NA;1
1805;male;1;NA;NA;NA;1
1806;male;1;NA;77;NA;78
1807;female;1;NA;NA;NA;1
1808;female;1;NA;NA;NA;1
1809;female;1;NA;NA;NA;1
1810;female;2;NA;NA;NA;2
1811;female;1;NA;NA;NA;1
1812;female;2;NA;NA;NA;2
1813;female;1;NA;NA;NA;1
1814;male;2;NA;NA;NA;2
1815;male;6;NA;NA;NA;6
1816;female;5;NA;NA;NA;5
1817;female;1;NA;NA;NA;1
1818;male;1;NA;NA;NA;1
1819;female;1;NA;NA;NA;1
1820;male;2;NA;NA;NA;2
1821;male;1;NA;NA;NA;1
1822;female;1;NA;NA;NA;1
1823;female;1;NA;NA;NA;1
1824;male;1;NA;NA;NA;1
1825;female;1;NA;NA;NA;1
1826;female;1;NA;NA;NA;1
1827;male;2;NA;NA;NA;2
1828;female;1;NA;NA;NA;1
1829;female;2;NA;NA;NA;2
1830;male;2;NA;NA;NA;2
1831;male;2;NA;NA;NA;2
1832;female;1;NA;NA;NA;1
1833;male;1;NA;NA;NA;1
1834;female;1;NA;NA;NA;1
1835;male;4;NA;NA;NA;4
1836;female;3;NA;NA;NA;3
1837;male;1;NA;NA;NA;1
1838;female;1;NA;NA;NA;1
1839;male;1;NA;NA;NA;1
1840;male;1;NA;NA;NA;1
1841;male;1;NA;NA;NA;1
1842;male;1;NA;NA;NA;1
1843;female;1;NA;NA;NA;1
1844;male;2;NA;NA;NA;2
1845;male;16;NA;NA;NA;16
1846;female;1;NA;NA;NA;1
1847;male;9;NA;NA;NA;9
1848;female;3;NA;NA;NA;3
1849;male;1;NA;NA;NA;1
1850;male;1;NA;NA;NA;1
1851;male;3;1;NA;NA;4
1852;male;1;NA;NA;NA;1
1853;male;1;NA;NA;NA;1
1854;male;2;NA;NA;NA;2
1855;male;1;NA;NA;NA;1
1856;male;18;NA;NA;NA;18
1857;male;2;NA;NA;NA;2
1858;female;5;NA;NA;NA;5
1859;female;1;NA;NA;NA;1
1860;male;1;NA;NA;NA;1
1861;male;1;NA;NA;NA;1
1862;male;10;NA;NA;NA;10
1863;female;2;NA;NA;NA;2
1864;female;3;NA;NA;NA;3
1865;male;2;NA;NA;NA;2
1866;female;1;NA;NA;NA;1
1867;female;1;NA;NA;NA;1
1868;male;1;NA;NA;NA;1
1869;female;9;NA;NA;NA;9
1870;male;2;NA;NA;NA;2
1871;female;1;NA;NA;NA;1
1872;female;1;NA;NA;NA;1
1873;male;1;NA;NA;NA;1
1874;male;1;NA;NA;NA;1
1875;female;1;3;NA;NA;4
1876;female;5;NA;NA;NA;5
1877;male;6;NA;NA;NA;6
1878;female;6;NA;NA;NA;6
1879;male;3;NA;NA;NA;3
1880;male;1;NA;NA;NA;1
1881;male;1;NA;NA;NA;1
1882;female;2;NA;NA;NA;2
1883;male;3;NA;NA;NA;3
1884;male;3;NA;NA;NA;3
1885;male;2;NA;NA;NA;2
1886;male;2;NA;NA;NA;2
1887;male;1;NA;NA;NA;1
1888;female;9;NA;NA;NA;9
1889;female;1;NA;NA;NA;1
1890;female;1;NA;NA;NA;1
1891;female;1;NA;NA;NA;1
1892;male;1;NA;NA;NA;1
1893;male;2;NA;NA;NA;2
1894;female;1;NA;NA;NA;1
1895;male;1;NA;NA;NA;1
1896;female;2;NA;NA;NA;2
1897;male;16;NA;NA;NA;16
1898;male;1;NA;NA;NA;1
1899;male;7;NA;NA;NA;7
1900;male;34;NA;NA;NA;34
1901;male;23;NA;NA;NA;23
1902;male;1;NA;NA;NA;1
1903;female;1;NA;NA;NA;1
1904;female;22;NA;NA;NA;22
1905;male;18;NA;NA;NA;18
1906;male;31;NA;NA;NA;31
1907;male;6;NA;NA;NA;6
1908;female;18;NA;NA;NA;18
1909;female;52;NA;NA;NA;52
1910;female;15;NA;NA;NA;15
1911;female;34;NA;NA;NA;34
1912;male;8;NA;NA;NA;8
1913;male;7;NA;NA;NA;7
1914;female;16;NA;NA;NA;16
1915;female;15;NA;NA;NA;15
1916;male;4;NA;NA;NA;4
1917;female;8;NA;NA;NA;8
1918;male;29;NA;NA;NA;29
1919;female;2;NA;NA;NA;2
1920;male;1;NA;NA;NA;1
1921;male;1;NA;NA;NA;1
1922;male;2;NA;NA;NA;2
1923;female;8;NA;NA;NA;8
1924;male;1;NA;NA;NA;1
1925;male;9;NA;NA;NA;9
1926;female;44;NA;NA;NA;44
1927;female;5;NA;NA;NA;5
1928;male;1;NA;NA;NA;1
1929;male;8;NA;NA;NA;8
1930;female;1;NA;NA;NA;1
1931;female;5;NA;NA;NA;5
1932;female;4;NA;NA;NA;4
1933;female;3;NA;NA;NA;3
1934;female;5;NA;NA;NA;5
1935;male;6;NA;NA;NA;6
1936;female;9;NA;NA;NA;9
1937;male;6;NA;NA;NA;6
1938;male;1;NA;NA;NA;1
1939;female;7;NA;NA;NA;7
1940;female;6;NA;NA;NA;6
1941;female;1;NA;NA;NA;1
1942;male;7;NA;NA;NA;7
1943;female;6;NA;NA;NA;6
1944;female;39;NA;NA;NA;39
1945;female;8;NA;NA;NA;8
1946;female;1;NA;NA;NA;1
1947;female;7;NA;NA;NA;7
1948;male;13;NA;NA;NA;13
1949;male;11;NA;NA;NA;11
1950;female;1;NA;NA;NA;1
1951;female;2;NA;NA;NA;2
1952;male;5;NA;NA;NA;5
1953;female;7;NA;NA;NA;7
1954;female;1;NA;NA;NA;1
1955;male;1;NA;NA;NA;1
1956;male;10;NA;NA;NA;10
1957;female;1;NA;NA;NA;1
1958;female;8;NA;NA;NA;8
1959;female;2;NA;NA;NA;2
1960;female;1;NA;NA;NA;1
1961;male;5;NA;NA;NA;5
1962;female;2;NA;NA;NA;2
1963;male;6;NA;NA;NA;6
1964;male;7;NA;NA;NA;7
1965;male;15;NA;NA;NA;15
1966;female;1;NA;NA;NA;1
1967;male;24;NA;NA;NA;24
1968;female;7;NA;NA;NA;7
1969;male;2;NA;NA;NA;2
1970;male;8;NA;NA;NA;8
1971;male;8;NA;NA;NA;8
1972;male;2;NA;NA;NA;2
1973;male;8;NA;NA;NA;8
1974;female;1;NA;NA;NA;1
1975;male;3;NA;NA;NA;3
1976;female;10;NA;NA;NA;10
1977;female;2;1;NA;NA;3
1978;male;3;NA;NA;NA;3
1979;male;7;NA;NA;NA;7
1980;female;8;NA;NA;NA;8
1981;male;10;NA;NA;NA;10
1982;female;5;NA;NA;NA;5
1983;female;6;NA;NA;NA;6
1984;male;1;NA;NA;NA;1
1985;female;1;NA;NA;NA;1
1986;male;1;NA;NA;NA;1
1987;female;1;NA;NA;NA;1
1988;male;1;NA;NA;NA;1
1989;male;7;NA;NA;NA;7
1990;male;8;NA;NA;NA;8
1991;female;11;NA;NA;NA;11
1992;male;4;NA;NA;NA;4
1993;female;2;NA;NA;NA;2
1994;male;8;NA;NA;NA;8
1995;female;3;NA;NA;NA;3
1996;male;4;NA;NA;NA;4
1997;male;7;NA;NA;NA;7
1998;male;11;NA;NA;NA;11
1999;female;8;NA;NA;NA;8
2000;female;5;NA;NA;NA;5
2001;male;7;NA;NA;NA;7
2002;male;2;NA;NA;NA;2
2003;female;7;NA;NA;NA;7
2004;female;3;NA;NA;NA;3
2005;female;1;NA;NA;NA;1
2006;male;2;NA;NA;NA;2
2007;male;9;NA;NA;NA;9
2008;female;7;NA;NA;NA;7
2009;female;1;NA;NA;NA;1
2010;female;4;NA;NA;NA;4
2011;male;8;NA;NA;NA;8
2012;male;4;NA;NA;NA;4
2013;male;8;NA;NA;NA;8
2014;male;12;NA;NA;NA;12
2015;female;2;NA;NA;NA;2
2016;female;12;NA;NA;NA;12
2017;male;10;NA;NA;NA;10
2018;female;10;NA;NA;NA;10
2019;female;3;NA;NA;NA;3
2020;female;2;NA;NA;NA;2
2021;male;8;NA;NA;NA;8
2022;male;11;NA;NA;NA;11
2023;female;10;NA;NA;NA;10
2024;male;1;NA;NA;NA;1
2025;female;6;NA;NA;NA;6
2026;male;7;NA;NA;NA;7
2027;female;9;NA;NA;NA;9
2028;female;10;NA;NA;NA;10
2029;male;1;NA;NA;NA;1
2030;male;1;NA;NA;NA;1
2031;female;9;NA;NA;NA;9
2032;female;5;NA;NA;NA;5
2033;female;6;NA;NA;NA;6
2034;male;12;NA;NA;NA;12
2035;female;5;NA;NA;NA;5
2036;male;1;NA;NA;NA;1
2037;male;3;NA;NA;NA;3
2038;female;1;NA;NA;NA;1
2039;male;7;NA;NA;NA;7
2040;female;4;NA;NA;NA;4
2041;male;8;NA;NA;NA;8
2042;male;11;NA;NA;NA;11
2043;male;3;NA;NA;NA;3
2044;male;4;NA;NA;NA;4
2045;male;2;NA;NA;NA;2
2046;female;8;NA;NA;NA;8
2047;female;6;NA;NA;NA;6
2048;male;2;NA;NA;NA;2
2049;female;8;NA;NA;NA;8
2050;male;11;NA;NA;NA;11
2051;female;3;NA;NA;NA;3
2052;male;NA;3;NA;NA;3
2053;male;NA;43;NA;NA;43
2054;male;NA;9;NA;NA;9
2055;female;NA;37;NA;NA;37
2056;male;NA;18;NA;NA;18
2057;male;NA;9;NA;NA;9
2058;female;NA;3;NA;NA;3
2059;male;NA;1;NA;NA;1
2060;male;NA;20;NA;NA;20
2061;male;NA;2;NA;NA;2
2062;female;NA;2;NA;NA;2
2063;male;NA;1;NA;NA;1
2064;male;NA;1;NA;NA;1
2065;male;NA;10;NA;NA;10
2066;male;NA;2;NA;NA;2
2067;male;NA;4;NA;NA;4
2068;male;NA;1;NA;NA;1
2069;male;NA;1;NA;NA;1
2070;male;NA;3;NA;NA;3
2071;male;NA;NA;NA;NA;0
2072;male;NA;1;NA;NA;1
2073;male;NA;1;NA;NA;1
2074;female;NA;1;NA;NA;1
2075;male;NA;30;NA;NA;30
2076;male;NA;1;NA;NA;1
2077;male;NA;26;NA;NA;26
2078;male;NA;11;NA;NA;11
2079;male;NA;1;NA;NA;1
2080;male;NA;3;NA;NA;3
2081;male;NA;3;NA;NA;3
2082;male;NA;1;NA;NA;1
2083;male;NA;1;NA;NA;1
2084;male;NA;2;NA;NA;2
2085;male;NA;1;NA;NA;1
2086;male;NA;6;NA;NA;6
2087;male;NA;1;NA;NA;1
2088;male;NA;2;NA;NA;2
2089;male;NA;6;NA;NA;6
2090;male;NA;3;NA;NA;3
2091;male;NA;2;NA;NA;2
2092;male;NA;9;NA;NA;9
2093;female;NA;8;NA;NA;8
2094;male;NA;2;NA;NA;2
2095;male;NA;5;NA;NA;5
2096;male;NA;10;NA;NA;10
2097;male;NA;3;NA;NA;3
2098;male;NA;6;NA;NA;6
2099;female;NA;1;NA;NA;1
2100;male;NA;3;NA;NA;3
2101;male;NA;3;NA;NA;3
2102;male;NA;5;NA;NA;5
2103;male;NA;3;NA;NA;3
2104;male;NA;1;NA;NA;1
2105;NA;NA;1;NA;NA;1
2106;male;NA;1;NA;NA;1
2107;male;NA;8;NA;NA;8
2108;male;NA;2;NA;NA;2
2109;male;NA;4;NA;NA;4
2110;male;NA;2;NA;NA;2
2111;male;NA;1;NA;NA;1
2112;male;NA;2;NA;NA;2
2113;male;NA;7;NA;NA;7
2114;male;NA;9;NA;NA;9
2115;male;NA;6;NA;NA;6
2116;male;NA;4;NA;NA;4
2117;NA;NA;1;NA;NA;1
2118;male;NA;1;NA;NA;1
2119;male;NA;14;NA;NA;14
2120;male;NA;2;NA;NA;2
2121;male;NA;1;NA;NA;1
2122;male;NA;2;NA;NA;2
2123;male;NA;1;NA;NA;1
2124;male;NA;2;NA;NA;2
2125;female;NA;3;NA;NA;3
2126;male;NA;1;NA;NA;1
2127;male;NA;3;NA;NA;3
2128;male;NA;4;NA;NA;4
2129;female;NA;5;NA;NA;5
2130;male;NA;3;NA;NA;3
2131;male;NA;7;NA;NA;7
2132;male;NA;2;NA;NA;2
2133;male;NA;2;NA;NA;2
2134;male;NA;NA;NA;NA;0
2135;female;NA;2;NA;NA;2
2136;male;NA;1;NA;NA;1
2137;male;NA;4;NA;NA;4
2138;male;NA;5;NA;NA;5
2139;male;NA;3;NA;NA;3
2140;male;NA;1;NA;NA;1
2141;male;NA;1;NA;NA;1
2142;male;NA;2;NA;NA;2
2143;female;NA;29;NA;NA;29
2144;female;NA;1;NA;NA;1
2145;female;NA;1;NA;NA;1
2146;female;NA;1;NA;NA;1
2147;male;NA;1;NA;NA;1
2148;male;NA;1;NA;NA;1
2149;female;NA;3;NA;NA;3
2150;male;NA;2;NA;NA;2
2151;NA;NA;1;NA;NA;1
2152;female;NA;2;NA;NA;2
2153;female;NA;3;NA;NA;3
2154;female;NA;2;NA;NA;2
2155;male;NA;4;NA;NA;4
2156;male;NA;6;NA;NA;6
2157;male;NA;6;NA;NA;6
2158;male;NA;2;NA;NA;2
2159;female;NA;1;NA;NA;1
2160;NA;NA;1;NA;NA;1
2161;female;NA;1;NA;NA;1
2162;male;NA;9;NA;NA;9
2163;female;NA;2;NA;NA;2
2164;male;NA;3;NA;NA;3
2165;female;NA;1;NA;NA;1
2166;female;NA;5;NA;NA;5
2167;female;NA;2;NA;NA;2
2168;female;NA;1;NA;NA;1
2169;male;NA;2;NA;NA;2
2170;male;NA;1;NA;NA;1
2171;male;NA;2;NA;NA;2
2172;male;NA;1;NA;NA;1
2173;male;NA;1;NA;NA;1
2174;male;NA;1;NA;NA;1
2175;male;NA;2;NA;NA;2
2176;male;NA;74;NA;NA;74
2177;female;NA;2;NA;NA;2
2178;female;NA;2;NA;NA;2
2179;male;NA;1;NA;NA;1
2180;male;NA;5;NA;NA;5
2181;male;NA;3;NA;NA;3
2182;female;NA;3;35;NA;38
2183;male;NA;1;NA;1;2
2184;male;NA;1;NA;NA;1
2185;male;NA;1;NA;NA;1
2186;male;NA;4;NA;NA;4
2187;female;NA;1;NA;NA;1
2188;male;NA;4;NA;NA;4
2189;NA;NA;2;NA;NA;2
2190;male;NA;1;83;156;240
2191;male;NA;2;73;NA;75
2192;female;NA;5;NA;NA;5
2193;male;NA;1;NA;NA;1
2194;male;NA;1;NA;NA;1
2195;female;NA;2;NA;NA;2
2196;male;NA;2;NA;NA;2
2197;male;NA;1;NA;NA;1
2198;male;NA;1;NA;2;3
2199;male;NA;1;NA;NA;1
2200;male;NA;1;NA;NA;1
2201;male;NA;1;NA;NA;1
2202;male;NA;1;NA;NA;1
2203;NA;NA;1;NA;NA;1
2204;male;NA;1;NA;NA;1
2205;male;NA;1;NA;NA;1
2206;male;NA;1;NA;NA;1
2207;female;NA;2;NA;NA;2
2208;male;NA;1;NA;NA;1
2209;male;NA;2;NA;NA;2
2210;female;NA;6;NA;NA;6
2211;female;NA;4;NA;NA;4
2212;male;NA;8;NA;NA;8
2213;male;NA;1;NA;NA;1
2214;female;NA;3;NA;NA;3
2215;male;NA;1;NA;NA;1
2216;female;NA;1;NA;NA;1
2217;male;NA;2;NA;NA;2
2218;male;NA;13;NA;NA;13
2219;female;NA;11;NA;NA;11
2220;male;NA;15;NA;NA;15
2221;female;NA;19;NA;NA;19
2222;male;NA;17;20;NA;37
2223;female;NA;5;NA;NA;5
2224;female;NA;5;NA;NA;5
2225;male;NA;1;NA;NA;1
2226;female;NA;7;NA;NA;7
2227;male;NA;16;NA;NA;16
2228;male;NA;1;NA;NA;1
2229;male;NA;2;NA;NA;2
2230;female;NA;7;NA;NA;7
2231;male;NA;2;NA;NA;2
2232;male;NA;1;NA;NA;1
2233;male;NA;2;NA;NA;2
2234;female;NA;2;NA;NA;2
2235;male;NA;2;NA;NA;2
2236;female;NA;2;NA;NA;2
2237;male;NA;2;NA;NA;2
2238;NA;NA;1;NA;NA;1
2239;female;NA;2;NA;NA;2
2240;female;NA;2;NA;NA;2
2241;male;NA;3;NA;NA;3
2242;male;NA;1;NA;NA;1
2243;male;NA;25;NA;NA;25
2244;female;NA;36;NA;NA;36
2245;male;NA;12;NA;NA;12
2246;male;NA;1;NA;NA;1
2247;female;NA;1;NA;NA;1
2248;male;NA;1;NA;NA;1
2249;male;NA;1;NA;NA;1
2250;male;NA;1;NA;NA;1
2251;male;NA;11;NA;NA;11
2252;male;NA;2;NA;NA;2
2253;female;NA;2;NA;NA;2
2254;male;NA;1;NA;NA;1
2255;male;NA;1;NA;NA;1
2256;female;NA;2;NA;NA;2
2257;female;NA;4;NA;NA;4
2258;male;NA;1;NA;NA;1
2259;female;NA;2;NA;NA;2
2260;female;NA;1;NA;NA;1
2261;female;NA;4;NA;NA;4
2262;female;NA;2;NA;NA;2
2263;male;NA;4;NA;NA;4
2264;male;NA;1;NA;NA;1
2265;male;NA;2;NA;NA;2
2266;male;NA;3;NA;NA;3
2267;male;NA;2;NA;NA;2
2268;male;NA;1;NA;NA;1
2269;female;NA;1;NA;NA;1
2270;male;NA;3;NA;NA;3
2271;male;NA;4;NA;NA;4
2272;male;NA;12;NA;NA;12
2273;male;NA;1;NA;NA;1
2274;female;NA;4;NA;NA;4
2275;male;NA;6;NA;NA;6
2276;female;NA;3;NA;NA;3
2277;female;NA;1;NA;NA;1
2278;male;NA;1;NA;NA;1
2279;male;NA;2;NA;NA;2
2280;male;NA;3;NA;NA;3
2281;male;NA;5;NA;NA;5
2282;male;NA;1;NA;NA;1
2283;female;NA;1;NA;NA;1
2284;male;NA;2;NA;NA;2
2285;male;NA;2;NA;NA;2
2286;male;NA;2;NA;NA;2
2287;male;NA;2;NA;NA;2
2288;male;NA;2;NA;NA;2
2289;male;NA;13;NA;NA;13
2290;male;NA;7;NA;NA;7
2291;female;NA;5;NA;NA;5
2292;male;NA;3;NA;NA;3
2293;male;NA;1;NA;NA;1
2294;female;NA;3;NA;NA;3
2295;male;NA;1;NA;NA;1
2296;female;NA;3;NA;NA;3
2297;female;NA;1;NA;NA;1
2298;female;NA;2;NA;NA;2
2299;male;NA;1;NA;NA;1
2300;female;NA;1;NA;NA;1
2301;female;NA;3;NA;NA;3
2302;male;NA;2;NA;NA;2
2303;male;NA;28;NA;NA;28
2304;male;NA;15;NA;NA;15
2305;male;NA;6;NA;NA;6
2306;female;NA;1;NA;NA;1
2307;male;NA;1;NA;NA;1
2308;female;NA;2;NA;NA;2
2309;female;NA;2;NA;NA;2
2310;female;NA;6;NA;NA;6
2311;female;NA;2;28;NA;30
2312;male;NA;3;NA;NA;3
2313;male;NA;4;NA;NA;4
2314;female;NA;7;NA;NA;7
2315;male;NA;1;NA;NA;1
2316;male;NA;3;NA;NA;3
2317;female;NA;3;NA;NA;3
2318;female;NA;3;NA;NA;3
2319;female;NA;1;NA;NA;1
2320;female;NA;1;4;2;7
2321;male;NA;3;NA;NA;3
2322;male;NA;2;NA;NA;2
2323;male;NA;5;NA;NA;5
2324;male;NA;1;NA;NA;1
2325;male;NA;1;NA;NA;1
2326;male;NA;2;NA;NA;2
2327;female;NA;1;NA;NA;1
2328;male;NA;1;NA;NA;1
2329;female;NA;1;NA;NA;1
2330;male;NA;1;NA;NA;1
2331;male;NA;14;NA;NA;14
2332;female;NA;3;NA;NA;3
2333;male;NA;3;NA;NA;3
2334;female;NA;7;NA;NA;7
2335;male;NA;13;NA;NA;13
2336;male;NA;2;NA;NA;2
2337;male;NA;1;NA;NA;1
2338;male;NA;4;NA;NA;4
2339;male;NA;3;NA;NA;3
2340;male;NA;2;NA;NA;2
2341;male;NA;2;NA;NA;2
2342;female;NA;1;NA;NA;1
2343;male;NA;3;NA;NA;3
2344;male;NA;3;NA;NA;3
2345;male;NA;2;NA;NA;2
2346;female;NA;6;NA;NA;6
2347;male;NA;1;NA;NA;1
2348;male;NA;2;NA;NA;2
2349;male;NA;2;NA;NA;2
2350;male;NA;3;NA;NA;3
2351;female;NA;1;NA;NA;1
2352;female;NA;3;NA;NA;3
2353;female;NA;2;NA;NA;2
2354;female;NA;1;NA;NA;1
2355;female;NA;2;NA;NA;2
2356;female;NA;1;NA;NA;1
2357;female;NA;1;NA;NA;1
2358;male;NA;1;NA;NA;1
2359;female;NA;3;NA;NA;3
2360;female;NA;4;NA;NA;4
2361;male;NA;2;NA;NA;2
2362;female;NA;3;NA;NA;3
2363;male;NA;2;NA;NA;2
2364;male;NA;3;NA;NA;3
2365;male;NA;1;NA;NA;1
2366;male;NA;2;NA;NA;2
2367;male;NA;5;NA;NA;5
2368;male;NA;1;NA;NA;1
2369;male;NA;2;NA;NA;2
2370;male;NA;14;NA;NA;14
2371;male;NA;1;NA;NA;1
2372;male;NA;16;NA;NA;16
2373;male;NA;1;NA;NA;1
2374;female;NA;2;NA;NA;2
2375;female;NA;7;NA;NA;7
2376;NA;NA;2;NA;NA;2
2377;NA;NA;3;NA;NA;3
2378;male;NA;1;NA;NA;1
2379;male;NA;1;NA;NA;1
2380;male;NA;2;NA;NA;2
2381;male;NA;2;NA;NA;2
2382;male;NA;2;NA;NA;2
2383;male;NA;2;NA;NA;2
2384;female;NA;8;NA;NA;8
